GeneId,AstroDay7,LA_D7_NPC,log2FoldChange,lfcSE,stat,pvalue,padj
HIST1H1B,15005.5361773237,9.16492242759451,-9.77526707830978,0.310409933704204,-13.2276466795281,6.07601555994917e-40,3.70636949156899e-36
HIST2H2AC,8742.18014149857,4.99156649041612,-9.57878439083048,0.352107020454038,-10.7289640938353,7.44258062017907e-27,1.13499354457731e-23
HIST1H3J,2414.43478900006,1.18163084204183,-9.38494993440001,0.491492276919713,-7.98237639655148,1.43542520945237e-15,7.96008525241769e-13
ZC3H11A,5.43771111292237,5267.12452895855,9.06172946492472,0.411093091240758,15.2948797546283,8.27134500230068e-53,1.00910409028068e-48
HIST1H2BC,11541.1034393242,13.0438055518175,-8.90067745235404,0.289215792470053,-11.9315838829559,8.10171456317205e-33,2.47102294176748e-29
MRPL30,971.918936803047,0.636888750880306,-8.88568728106739,0.549355148134794,-6.4872477069668,8.74185517246536e-11,2.39791428342003e-08
HIST2H3D,843.950161671412,0.487841547981816,-8.67786972482982,0.580442916146161,-3.84894769054217,0.000118626333694563,0.00679455995809235
HIST3H2BB,1021.52706414757,0.668513274577778,-8.61568992251122,0.568297799204978,-2.24461514434122,0.0247928496936443,0.257642901416065
HIST1H2AI,4621.05233180182,5.79435312384974,-8.54888374528498,0.338984477571539,-9.72249428558271,2.41784856524545e-22,2.68161386327223e-19
HIST1H2BL,4690.18660409374,4.64434680550538,-8.54413926883359,0.507379309735278,-2.54675910844341,0.010872845980709,0.157757907987561
HIST2H2AB,1759.74427496355,1.24487988943678,-8.36571794359557,0.648647938084008,-0.0179819118319376,0.985653283346192,0.997900098897447
HIST1H1E,21296.1733026975,36.9717812761284,-8.21173702038924,0.23223048176867,-5.89202082224687,3.81501089895348e-09,7.63002179790696e-07
HIST1H4C,8801.17751229081,14.8382312794016,-8.09476668050428,0.377628822709939,-1.98986614429453,0.046605682715088,0.359337900943556
CD99,0,972.385616558462,8.04826416384475,0.638753378027764,2.7243194440207,0.00644341509390254,0.114392469825087
HIST1H1D,7732.35380961885,18.8725101107384,-7.91530900952286,0.249520961550482,-5.57921069567694,2.41612434880274e-08,4.21095957934191e-06
TRIL,291.922689829469,0.212296250293435,-7.88825313500412,0.66504607536836,-3.46370961639201,0.000532781310433666,0.0215944584295373
SCARNA7,2929.34222034384,7.82581904282678,-7.8156773883893,0.310833445008336,-8.77848131966104,1.65696799032024e-18,1.55500072937745e-15
ZBTB9,0,614.008737926103,7.70314636891112,0.610880414885815,7.89720732267426,2.8522173289794e-15,1.51291527884994e-12
