p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,gene_converted
1.37539805033879e-56,1.51231617768358,0.91,0.367,7.82106347344652e-52,RG-div1,KPNA2,KPNA2
1.08992192322628e-54,1.42137601883929,0.947,0.501,6.19773202423394e-50,RG-div1,ITGB8,ITGB8
9.69418737442803e-51,1.1435843717745,0.955,0.494,5.51250270859476e-46,RG-div1,ANP32E,ANP32E
1.82408495097217e-43,1.05490470105375,0.955,0.768,1.03724766652081e-38,RG-div1,TUBA1B,TUBA1B
6.62195898893634e-39,1.5207920830213,0.947,0.792,3.76551075946876e-34,RG-div1,HIST1H4C,HIST1H4C
2.81576018556353e-31,1.18442293134219,0.932,0.609,1.60115387191885e-26,RG-div1,FOS,FOS
2.9878264015404e-29,1.34250150095877,0.91,0.63,1.69899760497193e-24,RG-div1,EGR1,EGR1
6.28244608090176e-62,1.45480676042934,0.722,0.137,3.57245013944398e-57,vRG,FAM107A,FAM107A
4.95708375260874e-56,1.56215493627195,0.608,0.109,2.81879610508343e-51,vRG,GPX3,GPX3
6.25310634775749e-55,1.05344659812958,0.691,0.134,3.55576639358882e-50,vRG,RP11.76I14.1,RP11-76I14
9.45464845401171e-54,1.93477519656686,0.722,0.161,5.37629129688922e-49,vRG,LIPG,LIPG
1.55085892944846e-53,1.40531298591218,0.814,0.199,8.8188042164157e-49,vRG,GLI3,GLI3
4.12314598856151e-53,1.20224458956633,0.753,0.167,2.34458573493562e-48,vRG,ATP1A2,ATP1A2
2.10050600842644e-52,1.8793489114789,0.897,0.3,1.19443173663161e-47,vRG,SLC1A3,SLC1A3
8.76981469865069e-52,1.33462415753282,0.495,0.073,4.98686743024073e-47,vRG,SLCO1C1,SLCO1C1
8.28452709980441e-49,1.35058547721728,0.814,0.219,4.71091349003278e-44,vRG,TMEM132B,TMEM132B
2.52464689614413e-48,1.22343908144354,0.753,0.18,1.4356152110234e-43,vRG,TFAP2C,TFAP2C
9.0983705906391e-48,1.88406940894523,0.907,0.378,5.17369745266102e-43,vRG,PTN,PTN
7.79652321824567e-46,1.56282660699482,0.567,0.112,4.43341496282322e-41,vRG,MOXD1,MOXD1
2.09201148152099e-45,1.20849059535163,0.897,0.293,1.1896014088521e-40,vRG,VIM,VIM
3.68440099174892e-45,1.14865390693162,0.598,0.123,2.0950977799481e-40,vRG,COL4A5,COL4A5
6.31728280089405e-44,1.66488819811222,0.649,0.153,3.59225969190039e-39,vRG,TNC,TNC
7.80246916037407e-44,1.08224852923205,0.639,0.142,4.43679606335511e-39,vRG,FGFBP3,FGFBP3
1.85403302574725e-42,1.36769214172779,0.814,0.242,1.05427733976092e-37,vRG,CLU,CLU
3.86213473685838e-42,1.68226959693784,0.876,0.328,2.19616429676715e-37,vRG,SFRP1,SFRP1
1.61010864842016e-41,1.4571405990365,0.907,0.375,9.1557218183764e-37,vRG,SOX9,SOX9
1.9236810350745e-40,1.23191090911078,0.866,0.302,1.09388198378476e-35,vRG,PAX6,PAX6
4.32312507114964e-40,1.05454772292175,0.66,0.16,2.45830184045853e-35,vRG,PPAP2B,PPAP2B
7.40575665615339e-40,1.04195605240717,0.835,0.256,4.21120946495506e-35,vRG,ZFP36L1,ZFP36L1
3.20596261983054e-39,1.23794563695524,0.68,0.181,1.82303858414044e-34,vRG,F3,F3
6.97508539545065e-38,1.19200508264746,0.866,0.338,3.96631255926906e-33,vRG,PEA15,PEA15
2.00564780293991e-37,1.29269597790222,0.835,0.287,1.14049156666375e-32,vRG,CREB5,CREB5
8.9660642759696e-37,1.36510396204913,0.742,0.227,5.09846278988735e-32,vRG,PSAT1,PSAT1
8.05354340396476e-36,1.578754380416,0.742,0.232,4.57956692123052e-31,vRG,NOTCH2,NOTCH2
8.4169067492331e-35,1.12044887685784,0.32,0.044,4.78618985388391e-30,vRG,TKTL1,TKTL1
3.3855252671854e-32,1.01483433075559,0.608,0.155,1.92514508793231e-27,vRG,LTBP1,LTBP1
1.63141478054616e-31,1.36471113270366,0.887,0.478,9.27687700809767e-27,vRG,FABP7,FABP7
5.01995808913095e-31,1.23827601708636,0.773,0.272,2.85454896780342e-26,vRG,PON2,PON2
6.9446088728902e-30,1.42710161074669,0.918,0.609,3.94898238948028e-25,vRG,PTPRZ1,PTPRZ1
8.03623541205175e-30,1.28946475606172,0.825,0.379,4.56972490470911e-25,vRG,ATP1B2,ATP1B2
8.64706592592847e-30,1.17630904720988,0.691,0.226,4.91706756811996e-25,vRG,LIFR,LIFR
6.19109281313598e-29,1.41124547708306,0.876,0.565,3.52050301726165e-24,vRG,FABP5,FABP5
6.38562611562439e-29,1.42212807133446,0.928,0.506,3.63112243438866e-24,vRG,ITGB8,ITGB8
1.71035977714734e-28,1.58669490413142,0.649,0.232,9.72578983677064e-24,vRG,NRG1,NRG1
2.64103629368471e-25,1.06037958662704,0.577,0.182,1.50179887804087e-20,vRG,SEMA5A,SEMA5A
